timestamp_pc;tempo_s;rpm_bruto;rpm_calibrado;freq_hz
14:33:56.772302;48.88;1804.69;1797.58;60.00
14:33:56.972357;49.08;1804.69;1797.58;60.00
14:33:57.172413;49.28;1803.63;1796.53;60.00
14:33:57.372534;49.48;1803.63;1796.53;60.00
14:33:57.571514;49.68;1803.16;1796.06;60.00
14:33:57.772562;49.88;1803.16;1796.06;60.00
14:33:57.971561;50.08;1803.16;1796.06;60.00
14:33:58.171751;50.28;1803.40;1796.29;60.00
14:33:58.372370;50.48;1803.40;1796.29;60.00
14:33:58.571547;50.68;1803.05;1795.94;60.00
14:33:58.772619;50.88;1803.05;1795.94;60.00
14:33:58.972222;51.08;1803.05;1795.94;60.00
14:33:59.172442;51.28;1803.63;1796.53;60.00
14:33:59.372380;51.48;1803.63;1796.53;60.00
14:33:59.572706;51.68;1802.11;1795.01;60.00
14:33:59.772250;51.88;1802.11;1795.01;60.00
14:33:59.972269;52.08;1802.11;1795.01;60.00
14:34:00.172429;52.28;1801.99;1794.89;60.00
14:34:00.372384;52.48;1801.99;1794.89;60.00
14:34:00.572424;52.68;1803.63;1796.53;60.00
14:34:00.772440;52.88;1803.63;1796.53;60.00
