timestamp_pc;tempo_s;rpm_bruto;rpm_calibrado;freq_hz
14:41:37.543659;0.08;0.00;0.00;0.00
14:41:37.744112;0.28;0.00;0.00;0.00
14:41:37.944116;0.48;0.00;0.00;0.00
14:41:38.143581;0.68;0.00;0.00;0.00
14:41:38.344347;0.88;0.00;0.00;0.00
14:41:38.544361;1.08;0.00;0.00;0.00
14:41:38.744319;1.28;0.00;0.00;0.00
14:41:38.943740;1.48;0.00;0.00;0.00
14:41:39.143928;1.68;0.00;0.00;0.00
14:41:39.343822;1.88;0.00;0.00;0.00
14:41:39.544390;2.08;0.00;0.00;0.00
14:41:39.744156;2.28;0.00;0.00;0.00
14:41:39.943557;2.48;0.00;0.00;0.00
14:41:40.144182;2.68;0.00;0.00;0.00
14:41:40.344006;2.88;0.00;0.00;0.00
14:41:40.543819;3.08;0.00;0.00;0.00
14:41:40.744351;3.28;0.00;0.00;0.00
14:41:40.943868;3.48;0.00;0.00;0.00
14:41:41.143829;3.68;0.00;0.00;0.00
14:41:41.344421;3.88;0.00;0.00;0.00
14:41:41.543621;4.08;0.00;0.00;0.00
14:41:41.743586;4.28;0.00;0.00;0.00
14:41:41.944126;4.48;0.00;0.00;0.00
14:41:42.143733;4.68;0.00;0.00;0.00
14:41:42.344668;4.88;0.00;0.00;0.00
14:41:42.545020;5.08;0.00;0.00;0.00
14:41:42.744641;5.28;0.00;0.00;0.00
14:41:42.944103;5.48;0.00;0.00;0.00
14:41:43.144292;5.68;0.00;0.00;0.00
14:41:43.344019;5.88;0.00;0.00;0.00
14:41:43.545592;6.08;0.00;0.00;0.00
14:41:43.744790;6.28;0.00;0.00;0.00
14:41:43.944502;6.48;0.00;0.00;0.00
14:41:44.144256;6.68;0.00;0.00;0.00
14:41:44.344581;6.88;0.00;0.00;0.00
14:41:44.544214;7.08;0.00;0.00;0.00
14:41:44.744365;7.28;0.00;0.00;0.00
14:41:44.944697;7.48;0.00;0.00;0.00
14:41:45.144487;7.68;0.00;0.00;0.00
14:41:45.344262;7.88;0.00;0.00;0.00
14:41:45.544498;8.08;0.00;0.00;0.00
14:41:45.744154;8.28;0.00;0.00;0.00
14:41:45.944861;8.48;0.00;0.00;0.00
14:41:46.144716;8.68;0.00;0.00;0.00
14:41:46.344715;8.88;0.00;0.00;0.00
14:41:46.544844;9.08;0.00;0.00;0.00
14:41:46.744653;9.28;0.00;0.00;0.00
14:41:46.944214;9.48;0.00;0.00;0.00
14:41:47.144363;9.68;0.00;0.00;0.00
14:41:47.344904;9.88;0.00;0.00;0.00
14:41:47.544940;10.08;0.00;0.00;0.00
14:41:47.744885;10.28;0.00;0.00;0.00
14:41:47.944623;10.48;0.00;0.00;0.00
14:41:48.144582;10.68;0.00;0.00;0.00
14:41:48.344972;10.88;0.00;0.00;0.12
14:41:48.544972;11.08;0.00;0.00;1.62
14:41:48.745228;11.28;32.23;32.10;4.75
14:41:48.944856;11.48;32.23;32.10;7.87
14:41:49.144741;11.68;219.26;218.39;9.37
14:41:49.345567;11.88;219.26;218.39;12.62
14:41:49.545569;12.08;219.26;218.39;14.12
14:41:49.745582;12.28;402.30;400.72;15.00
14:41:49.945415;12.48;402.30;400.72;15.00
14:41:50.145557;12.68;449.88;448.11;15.00
14:41:50.345129;12.88;449.88;448.11;15.00
14:41:50.545827;13.08;449.88;448.11;15.00
14:41:50.745851;13.28;450.94;449.16;15.00
14:41:50.945761;13.48;450.94;449.16;15.00
14:41:51.145296;13.68;450.82;449.04;15.00
14:41:51.346139;13.88;450.82;449.04;15.00
14:41:51.545678;14.08;450.82;449.04;15.00
14:41:51.745638;14.28;450.70;448.93;15.00
14:41:51.944935;14.48;450.70;448.93;15.00
14:41:52.145690;14.68;450.70;448.93;15.00
14:41:52.345059;14.88;450.70;448.93;15.00
14:41:52.545266;15.08;450.70;448.93;15.00
14:41:52.745349;15.28;450.94;449.16;15.00
14:41:52.944946;15.48;450.94;449.16;15.00
14:41:53.147107;15.68;450.47;448.69;15.00
14:41:53.345656;15.88;450.47;448.69;15.00
14:41:53.545759;16.08;450.47;448.69;15.00
14:41:53.744962;16.28;450.23;448.46;15.00
14:41:53.946636;16.48;450.23;448.46;15.00
14:41:54.147482;16.68;450.47;448.69;15.00
14:41:54.345694;16.88;450.47;448.69;15.00
14:41:54.545091;17.08;450.47;448.69;15.00
