timestamp_pc;tempo_s;rpm_bruto;rpm_calibrado;freq_hz
14:38:06.052144;0.06;0.00;0.00;0.00
14:38:06.257937;0.26;0.00;0.00;0.00
14:38:06.451911;0.47;0.00;0.00;0.00
14:38:06.651769;0.67;0.00;0.00;0.00
14:38:06.852029;0.87;0.00;0.00;0.00
14:38:07.052857;1.07;0.00;0.00;0.00
14:38:07.252198;1.26;0.00;0.00;0.00
14:38:07.451982;1.47;0.00;0.00;0.00
14:38:07.651653;1.66;0.00;0.00;0.00
14:38:07.852160;1.87;0.00;0.00;0.00
14:38:08.051854;2.07;0.00;0.00;0.00
14:38:08.257021;2.27;0.00;0.00;0.00
14:38:08.451875;2.46;0.00;0.00;0.00
14:38:08.653812;2.66;0.00;0.00;0.00
14:38:08.851820;2.87;0.00;0.00;0.00
14:38:09.052260;3.07;0.00;0.00;0.00
14:38:09.252017;3.27;0.00;0.00;0.00
14:38:09.452437;3.46;0.00;0.00;0.00
14:38:09.652431;3.66;0.00;0.00;0.00
14:38:09.852472;3.87;0.00;0.00;0.00
14:38:10.052145;4.07;0.00;0.00;0.00
14:38:10.252589;4.26;0.00;0.00;0.00
14:38:10.452647;4.47;0.00;0.00;0.00
14:38:10.652110;4.66;0.00;0.00;0.00
14:38:10.852479;4.86;0.00;0.00;0.00
14:38:11.051835;5.07;0.00;0.00;0.00
14:38:11.252492;5.26;0.00;0.00;0.00
14:38:11.452377;5.47;0.00;0.00;0.00
14:38:11.651788;5.66;0.00;0.00;0.00
14:38:11.852522;5.86;0.00;0.00;0.00
14:38:12.052514;6.07;0.00;0.00;0.00
14:38:12.252933;6.26;0.00;0.00;0.00
14:38:12.452731;6.47;0.00;0.00;0.00
14:38:12.652447;6.66;0.00;0.00;0.00
14:38:12.852840;6.86;0.00;0.00;0.00
14:38:13.052540;7.07;0.00;0.00;0.00
14:38:13.252489;7.26;0.00;0.00;0.00
14:38:13.451996;7.47;0.00;0.00;0.00
14:38:13.652223;7.66;0.00;0.00;0.00
14:38:13.852822;7.86;0.00;0.00;0.00
14:38:14.052267;8.06;0.00;0.00;0.00
